onset	duration	nwb_table	block	tone_on_time	tone_off_time	action_on_time	action_off_time	pokeC_on_time	pokeC_off_time	reward_on_time	reward_off_time	state	action	reward	result	FinishedBlock	FirstTrial	LastTrial	RewardRule_L	RewardRule_R
3.285	1386.645	BlockDesign														1.0	1.0	96.0	50.0	90.0
3.285	4.365	trials	1.0	5.210537000000002	5.533176000000001	5.928533000000002	6.110146000000002	2.8989340000000015	5.530129000000002			1.0		0.0	2.0					
11.68	13.085	trials	1.0	18.609721	20.467841	24.226691000000002	24.764062000000003	18.076	20.692778			1.0	1.0	0.0	3.0					
26.62	10.105	trials	1.0	32.715265	34.14175	35.041046	35.334629	31.733264	34.668404	35.8	36.725	1.0	2.0	1.0	1.0					
40.745	6.43	trials	1.0	44.326660000000004	45.167456			43.604233	45.164471			1.0		0.0	2.0					
49.23	8.485000000000007	trials	1.0	54.120598	55.63725	56.220103	56.481453	53.427422	55.627661			1.0		0.0	2.0					
59.726	14.373999999999995	trials	1.0	70.89510800000001	72.091378	73.632431	74.09938700000001	70.369246	73.27606			1.0	1.0	0.0	3.0					
76.067	18.073000000000008	trials	1.0	85.50565900000001	86.75684	92.569201	93.036231	84.541185	87.447826	93.305	94.14	1.0	1.0	1.0	1.0					
97.16	7.400000000000006	trials	1.0	101.70207500000001	103.24382800000001	104.233759	104.545759	100.882339	103.794658			1.0	1.0	0.0	3.0					
108.567	12.238000000000014	trials	1.0	112.282486	114.111865			111.660991	114.406156			2.0		1.0	1.0					
120.975	15.823000000000008	trials	1.0	133.657197	135.54766	136.415746	136.742408	132.791642	135.934853			1.0	1.0	0.0	3.0					
138.75	11.47999999999999	trials	1.0	146.421227	148.072564	148.957283	149.216486	145.426262	148.535609	149.741	150.23	1.0	2.0	1.0	1.0					
152.25	8.906000000000006	trials	1.0	157.445777	159.143238	159.604244	159.928987	156.737009	159.140044			1.0		0.0	2.0					
163.196	7.699000000000012	trials	1.0	166.720963	168.199363	169.526603	169.788661	166.17754300000001	169.037266	170.255	170.895	1.0	2.0	1.0	1.0					
173.945	9.89500000000001	trials	1.0	180.275606	181.58889200000002	182.416504	182.689228	179.593375	182.036279	183.15	183.84	1.0	1.0	1.0	1.0					
186.885	6.551000000000016	trials	1.0	189.577405	190.817449			188.871031	191.28001700000002			2.0		1.0	1.0					
197.885	8.740000000000009	trials	1.0	202.771385	203.847854	205.172023	205.409872	201.986507	204.686646	205.845	206.625	1.0	2.0	1.0	1.0					
209.685	6.080999999999989	trials	1.0	212.877487	214.82963	215.413924	215.671312	211.900876	214.94970800000002			1.0	1.0	0.0	3.0					
217.776	21.433999999999997	trials	1.0	235.070981	236.543269			234.099212	236.899297	232.656	233.21	2.0		1.0	1.0					
242.696	6.5049999999999955	trials	1.0	245.391409	246.65273	247.836975	248.102246	244.732357	247.341947	248.616	249.201	1.0	2.0	1.0	1.0					
252.269	8.557000000000016	trials	1.0	256.32099500000004	258.26321600000006			255.37810199999998	258.55849			2.0		1.0	1.0					
265.404	6.59699999999998	trials	1.0	267.45715399999995	269.482568			266.459241	269.82052999999996			2.0		1.0	1.0					
276.605	6.024999999999977	trials	1.0	278.441186	280.363033			276.72034399999995	280.497578			2.0		1.0	1.0					
286.196	8.428999999999974	trials	1.0	290.84667	292.32282799999996	293.27299000000005	293.51178100000004	290.30932900000005	292.805694	294.045	294.625	1.0	2.0	1.0	1.0					
297.675	9.865000000000009	trials	1.0	303.51668600000005	305.659124	306.214192	306.45085700000004	302.79810299999997	305.77058	307.055	307.54	1.0	2.0	1.0	1.0					
309.56	7.3349999999999795	trials	1.0	313.268062	314.37367400000005	315.39081699999997	315.65735300000006	312.490718	314.932627	316.1	316.895	1.0	2.0	1.0	1.0					
320.915	6.055000000000007	trials	1.0	323.512064	325.09940500000005	325.85051599999997	326.104517	322.95980699999996	325.40201			1.0	1.0	1.0	1.0					
330.42	9.564999999999998	trials	1.0	335.43747700000006	337.473893			334.785072	337.852251			2.0		1.0	1.0					
344.586	5.824000000000012	trials	1.0	346.49762999999996	347.81828499999995	348.553271	348.825338	344.91680599999995	348.12463	349.326	350.41	1.0	2.0	1.0	1.0					
352.473	8.12700000000001	trials	1.0	357.75263800000005	359.51475800000003	360.27374899999995	360.591685	356.78681300000005	359.798858			1.0	1.0	0.0	3.0					
364.656	16.339	trials	1.0	377.372939	378.570742	379.583177	379.84805200000005	376.690969	379.15406299999995	380.39	380.995	1.0	2.0	1.0	1.0					
384.011	5.498999999999967	trials	1.0	386.11228400000005	387.20570599999996	388.07273899999996	388.356814	385.436237	387.61215200000004	388.741	389.51	1.0	2.0	1.0	1.0					
393.541	4.999000000000024	trials	1.0	396.05235100000004	397.56368699999996	398.220545	398.47150899999997	395.338892	397.72237600000005			1.0	1.0	0.0	3.0					
401.546	6.2590000000000146	trials	1.0	404.082503	405.21899099999996	406.18133	406.43661999999995	403.15592200000003	405.662007	407.005	407.805	1.0	1.0	1.0	1.0					
409.836	9.808999999999969	trials	1.0	416.74393699999996	418.669085	419.20836999999995	419.643649	416.08067800000003	418.62353299999995			1.0	1.0	0.0	3.0					
423.541	15.740000000000009	trials	1.0	436.09362699999997	437.27084	437.75496899999996	438.10441000000003	435.49043600000005	437.26515200000006			1.0		0.0	2.0					
441.336	10.353999999999985	trials	1.0	448.15046199999995	449.6848	450.163283	450.374046	447.193673	449.675798			1.0		0.0	2.0					
453.701	35.428999999999974	trials	1.0	485.14287	486.78950399999997			484.58337200000005	487.01871700000004			2.0		1.0	1.0					
492.63	12.25	trials	1.0	497.43766300000004	499.209979	504.226054	504.88159099999996	496.89394000000004	500.21646799999996			1.0	1.0	0.0	3.0					
507.605	13.309999999999945	trials	1.0	517.2981639999999	518.4038859999999	519.65058	519.8451789999999	516.694981	519.2453469999999	520.385	520.915	1.0	2.0	1.0	1.0					
522.98	7.3799999999999955	trials	1.0	526.893014	528.054891	529.8011349999999	530.360201	526.338398	529.19367			1.0	2.0	0.0	3.0					
532.135	32.10000000000002	trials	1.0	559.9098379999999	561.159199	562.8889869999999	563.148919	559.327044	562.422929	563.555	564.235	1.0	2.0	1.0	1.0					
568.275	6.284999999999968	trials	1.0	570.5583829999999	572.23102			569.659346	572.442938			2.0		1.0	1.0					
577.055	7.253000000000043	trials	1.0	580.178261	581.290611			579.469061	582.185299			2.0		1.0	1.0					
586.86	7.005999999999972	trials	1.0	589.153069	591.03034	592.3711959999999	592.579183	588.561797	591.874295	593.06	593.866	1.0	2.0	1.0	1.0					
597.971	8.719000000000051	trials	1.0	602.8338699999999	604.1029209999999	605.214063	605.438711	602.1867139999999	604.751776	605.985	606.69	1.0	2.0	1.0	1.0					
608.781	8.974000000000046	trials	1.0	613.573259	615.4068579999999	616.242128	616.490014	612.613012	615.735748	616.93	617.755	1.0	2.0	1.0	1.0					
621.822	5.812999999999988	trials	1.0	624.3087459999999	625.995314	627.304024	627.634355	623.791492	626.768791			1.0	1.0	0.0	3.0					
630.676	10.70399999999995	trials	1.0	636.818345	638.5057899999999	639.7687999999999	639.9916479999999	636.173777	639.3055029999999	640.406	641.38	1.0	2.0	1.0	1.0					
644.415	7.576000000000022	trials	1.0	647.2050889999999	649.1003469999999	650.387846	650.673446	646.605099	649.900397	651.165	651.991	1.0	2.0	1.0	1.0					
655.055	7.800000000000068	trials	1.0	659.113256	660.245875			658.150307	660.66498			2.0		1.0	1.0					
667.285	17.096000000000004	trials	1.0	679.9239309999999	681.815427			679.210408	682.097594			2.0		1.0	1.0					
687.973	6.357000000000085	trials	1.0	689.6671269999999	691.6765389999999	692.829032	693.059835	688.378069	692.3437789999999	693.625	694.33	1.0	2.0	1.0	1.0					
696.39	12.080000000000041	trials	1.0	700.049177	701.9412669999999			699.110636	702.143138			2.0		1.0	1.0					
708.735	5.7450000000000045	trials	1.0	710.638949	711.957173			708.4698559999999	712.2384529999999			2.0		1.0	1.0					
717.985	7.1749999999999545	trials	1.0	721.1790579999999	723.131051	724.0299	724.2140479999999	720.2672709999999	723.573094			1.0	1.0	1.0	1.0					
