onset	duration	nwb_table	block	tone_on_time	tone_off_time	action_on_time	action_off_time	pokeC_on_time	pokeC_off_time	reward_on_time	reward_off_time	state	action	reward	result	FinishedBlock	FirstTrial	LastTrial	RewardRule_L	RewardRule_R
4.605	700.391	BlockDesign														1.0	1.0	60.0	50.0	10.0
4.605	7.635	trials	1.0	8.9	10.011026000000001	11.108106000000001	11.493810000000002	8.213192000000001	10.600612000000002			1.0	1.0	1.0	1.0					
16.696	11.334999999999997	trials	1.0	19.239888	21.086886			18.5642	21.641306			2.0		1.0	1.0					
28.42	4.789999999999999	trials	1.0	30.40489	31.877358	32.779034	33.214646	28.033777999999998	32.301946			1.0	1.0	0.0	3.0					
35.134	11.973999999999997	trials	1.0	38.965346000000004	40.04693			38.323314	41.470226000000004			2.0		1.0	1.0					
47.345	4.503	trials	1.0	49.154874	50.293092	51.429098	51.851564	47.111004	50.924716000000004			1.0	2.0	0.0	3.0					
53.76	6.475000000000001	trials	1.0	56.407876	58.293754	59.567672	60.238710000000005	55.83384	59.071450000000006			1.0	1.0	0.0	3.0					
61.915	10.005000000000003	trials	1.0	68.42053800000001	70.39695400000001	71.30075000000001	71.924198	67.472052	70.778902			1.0	2.0	0.0	3.0					
73.64	8.075000000000003	trials	1.0	77.91179	79.66727	81.241072	81.717038	77.368378	80.68183			1.0	1.0	0.0	3.0					
84.586	20.763999999999996	trials	1.0	97.915206	99.627324	101.01138	101.632598	97.2612	100.499002	101.645	102.63	1.0	1.0	1.0	1.0					
105.665	10.024999999999991	trials	1.0	107.665904	108.822076	109.932398	110.689392	105.351802	109.463992	110.64	111.996	1.0	1.0	1.0	1.0					
116.035	6.195000000000007	trials	1.0	117.580518	119.05717800000001	120.040256	120.713472	115.69460600000001	119.511482	120.696	122.23	1.0	1.0	1.0	1.0					
125.255	10.417000000000002	trials	1.0	127.20227200000001	129.18698799999999	131.43128	131.99097799999998	126.63538799999999	130.690168			1.0	1.0	0.0	3.0					
135.755	4.450000000000017	trials	1.0	137.375816	138.74782	139.68894799999998	140.20933599999998	135.677492	139.21513199999998			1.0	2.0	0.0	3.0					
143.077	8.747000000000014	trials	1.0	146.65029199999998	148.65622199999999	149.834588	150.735674	145.889998	149.28581	150.6	151.824	1.0	1.0	1.0	1.0					
153.845	10.182999999999993	trials	1.0	155.87214999999998	157.01714199999998			155.052924	159.38224			2.0		1.0	1.0					
166.353	17.903999999999996	trials	1.0	175.140594	176.80479599999998			174.393128	177.78918	179.595	180.605	2.0		1.0	1.0					
184.656	6.442000000000007	trials	1.0	186.310602	187.403496			184.256282	187.794256	189.595	191.098	2.0		1.0	1.0					
193.132	6.080999999999989	trials	1.0	195.096074	196.88252	198.59698999999998	199.215722	194.342806	197.996748			1.0	2.0	0.0	3.0					
202.937	6.9879999999999995	trials	1.0	205.31589599999998	207.057336	209.13085999999998	209.929508	204.674446	208.47686199999998			1.0	1.0	0.0	3.0					
212.465	11.75800000000001	trials	1.0	219.09090799999998	220.32466399999998	222.573442	223.089078	218.531534	222.00976799999998	223.281	224.223	1.0	2.0	1.0	1.0					
226.27	5.885999999999996	trials	1.0	228.230652	229.74870399999998	231.60242799999997	232.15992999999997	227.413006	231.097414			1.0	2.0	0.0	3.0					
234.946	18.101	trials	1.0	246.14709599999998	247.78204399999998			245.381984	248.340726			2.0		1.0	1.0					
253.071	6.53400000000002	trials	1.0	254.78370599999997	256.186848	257.675608	258.33856000000003	253.052022	257.23150200000003	258.36	259.605	1.0	1.0	1.0	1.0					
261.625	19.055000000000007	trials	1.0	263.915876	265.74219400000004	278.714022	279.19794	262.95865200000003	268.13792	279.345	280.68	1.0	1.0	1.0	1.0					
283.705	5.884999999999991	trials	1.0	285.596406	287.532162	288.935432	289.592214	284.345374	288.402084			1.0	1.0	0.0	3.0					
292.281	7.564000000000021	trials	1.0	295.982212	297.830042	299.255844	299.847942	295.418446	298.678168			1.0	2.0	0.0	3.0					
302.585	12.824000000000012	trials	1.0	309.916348	311.72429400000004			308.944186	311.718434			2.0		0.0	2.0					
315.741	4.694999999999993	trials	1.0	317.542306	317.54906	318.152626	318.50309400000003	316.948556	317.54411			1.0		0.0	2.0					
322.658	9.021999999999991	trials	1.0	326.537726	327.75320400000004			325.95896600000003	328.55111	330.575	331.68	2.0		1.0	1.0					
334.712	9.444000000000017	trials	1.0	336.456476	337.53900600000003			334.80701	338.491442	340.275	341.394	2.0		1.0	1.0					
344.43	4.451999999999998	trials	1.0	346.073896	347.298014	348.418636	348.887984	344.15668800000003	347.92067000000003			1.0	1.0	0.0	3.0					
352.761	9.718999999999994	trials	1.0	355.546466	356.63784400000003	361.75847000000005	362.482194	354.924664	361.238316			1.0	2.0	0.0	3.0					
366.09	6.935000000000002	trials	1.0	368.51124000000004	369.606174	371.362052	371.936504	367.758252	370.853424	372.018	373.025	1.0	1.0	1.0	1.0					
377.045	6.758999999999958	trials	1.0	378.88135	380.58027400000003	383.17830200000003	383.802248	377.571884	382.66882200000003			1.0	2.0	0.0	3.0					
387.515	6.425000000000011	trials	1.0	389.176714	390.68279	392.036556	392.888368	388.09198200000003	391.51592800000003	392.866	393.94	1.0	1.0	1.0	1.0					
396.017	8.127999999999986	trials	1.0	398.706724	400.352804	401.871694	402.782806	397.70901000000003	401.326954	402.63	404.145	1.0	1.0	1.0	1.0					
406.213	9.09699999999998	trials	1.0	408.23927000000003	409.476476	412.91321400000004	413.711794	407.70336000000003	412.329944	413.765	415.31	1.0	1.0	1.0	1.0					
417.037	8.143000000000029	trials	1.0	419.52163	421.351854	424.52607800000004	425.181372	418.73258000000004	423.34614			1.0	1.0	0.0	3.0					
427.16	11.939999999999998	trials	1.0	429.99035200000003	431.76338000000004			429.29830200000004	433.04616000000004			2.0		1.0	1.0					
439.821	6.2099999999999795	trials	1.0	441.697402	443.29330600000003	444.13161	444.815486	439.10564400000004	443.50217200000003	444.85	446.031	1.0	1.0	1.0	1.0					
448.071	6.463999999999999	trials	1.0	450.35143400000004	452.19297600000004	453.819978	454.537486	449.636552	453.213416			1.0	1.0	0.0	3.0					
457.165	6.33099999999996	trials	1.0	459.151318	461.15765600000003	462.96549600000003	463.501772	458.286688	462.394834			1.0	2.0	0.0	3.0					
467.295	15.94599999999997	trials	1.0	480.82452800000004	481.168766			480.114686	481.163592			1.0		0.0	2.0					
486.295	12.65100000000001	trials	1.0	495.94615400000004	497.709694	498.605154	498.76313400000004	495.422236	498.137808			1.0	2.0	0.0	3.0					
500.97	6.652999999999963	trials	1.0	503.08209400000004	504.862292			502.48487800000004	505.54969800000003			2.0		1.0	1.0					
512.157	5.092999999999961	trials	1.0	514.481852	515.24766			513.929628	515.23398			1.0		0.0	2.0					
521.29	5.040000000000077	trials	1.0	523.231358	524.81582	525.99812	526.33446	522.255842	525.38486			1.0	2.0	0.0	3.0					
529.341	6.474000000000046	trials	1.0	532.203578	534.217482	535.348168	535.8169300000001	531.269836	534.886398			1.0	1.0	0.0	3.0					
538.685	17.86500000000001	trials	1.0	552.3967	553.723298			551.507352	554.375776			2.0		1.0	1.0					
559.0	25.553999999999974	trials	1.0	570.6515	571.971994	584.1151100000001	584.551718	569.9259940000001	572.475762			1.0	1.0	0.0	3.0					
587.455	11.467999999999961	trials	1.0	593.64229	595.5402720000001	596.873754	597.3871740000001	592.734522	596.305792			1.0	1.0	0.0	3.0					
599.208	9.927000000000021	trials	1.0	606.083344	607.4078000000001	608.5052880000001	609.13806	605.088316	607.962892			1.0	1.0	0.0	3.0					
610.826	14.903999999999996	trials	1.0	621.380884	622.4693520000001			620.578434	623.5399180000001			2.0		1.0	1.0					
630.29	6.703000000000088	trials	1.0	632.182606	633.363398			631.417094	634.599192	636.4	636.993	2.0		1.0	1.0					
639.025	7.415000000000077	trials	1.0	642.552292	643.742712	645.962678	646.443186	641.846836	645.4169840000001			1.0	1.0	0.0	3.0					
650.34	12.706000000000017	trials	1.0	658.874024	660.08052	661.382684	661.983826	657.941044	660.814054	662.005	663.046	1.0	1.0	1.0	1.0					
666.103	7.027000000000044	trials	1.0	667.89212	669.70914	671.0994000000001	671.93269	667.103696	670.59983	671.91	673.13	1.0	1.0	1.0	1.0					
676.156	6.628000000000043	trials	1.0	677.667452	678.8188240000001	681.913678	682.783354	677.127626	680.8981200000001			1.0	1.0	0.0	3.0					
684.25	11.539999999999964	trials	1.0	691.027708	692.774536			690.1460020000001	693.580136			2.0		1.0	1.0					
699.33	5.66599999999994	trials	1.0	702.1071860000001	703.993738	704.9582300000001	705.419074	701.372826	704.456662			1.0	1.0	0.0	3.0					
708.325	342.2819999999999	BlockDesign														1.0	61.0	89.0	90.0	50.0
708.325	9.9849999999999	trials	2.0	713.01994	714.327326			712.159426	715.678262	717.59	718.31	2.0		1.0	1.0					
720.37	11.427000000000021	trials	2.0	722.888882	724.848464			721.978188	724.805428	726.735	728.77	2.0		1.0	1.0					
732.79	7.394999999999982	trials	2.0	734.7979320000001	736.3015	739.809756	740.187574	731.80369	736.290788			1.0		0.0	2.0					
740.353	15.218000000000075	trials	2.0	750.937378	752.813682			750.028484	753.42273			2.0		1.0	1.0					
759.134	9.380999999999972	trials	2.0	762.78912	764.064234	766.186912	766.972772	761.903062	765.623258	766.96	768.515	1.0	1.0	1.0	1.0					
771.588	12.84800000000007	trials	2.0	775.742192	777.219874	778.907058	779.613486	775.126208	778.35299	779.685	781.025	1.0	1.0	1.0	1.0					
785.065	9.775999999999954	trials	2.0	786.6327200000001	788.2495660000001	789.52738	790.29453	784.4404440000001	788.84442	790.406	791.605	1.0	1.0	1.0	1.0					
795.625	5.440000000000055	trials	2.0	797.38769	798.4778	799.419628	799.902454	794.846902	798.898868	800.255	801.065	1.0	1.0	1.0	1.0					
803.136	9.287000000000035	trials	2.0	806.75284	808.509632	809.8488560000001	810.545164	806.151732	809.223576	810.765	812.423	1.0	1.0	1.0	1.0					
815.44	7.425999999999931	trials	2.0	817.265856	818.924562	820.5192460000001	821.351356	816.402926	819.94323	821.281	822.866	1.0	1.0	1.0	1.0					
824.89	11.565000000000055	trials	2.0	827.37333	829.13924	830.40463	831.165586	826.446286	829.838252	831.21	833.285	1.0	1.0	1.0	1.0					
