onset	duration	nwb_table	block	tone_on_time	tone_off_time	action_on_time	action_off_time	pokeC_on_time	pokeC_off_time	reward_on_time	reward_off_time	state	action	reward	result	FinishedBlock	FirstTrial	LastTrial	RewardRule_L	RewardRule_R
3.34	755.919	BlockDesign														1.0	1.0	62.0	50.0	90.0
3.34	39.444	trials	1.0	37.934	39.757737	40.692147	40.931363999999995	37.37403	40.016504	41.419	42.784	1.0	2.0	1.0	1.0					
44.61	5.689	trials	1.0	47.499199999999995	47.926061	49.755531	50.301941	46.789013	47.922306			1.0		0.0	2.0					
51.944	8.909999999999997	trials	1.0	56.695747999999995	58.009969999999996	58.99854	59.174544	56.003094	58.360839999999996	59.724	60.854	1.0	2.0	1.0	1.0					
62.874	6.634999999999998	trials	1.0	65.093913	66.516621	67.689906	67.883342	64.554242	67.068586	68.414	69.509	1.0	2.0	1.0	1.0					
72.529	8.39	trials	1.0	76.124433	78.163805	79.009056	79.195881	75.579118	78.46426799999999	79.709	80.919	1.0	2.0	1.0	1.0					
82.944	9.465000000000003	trials	1.0	88.59421499999999	90.146742			87.937004	90.37292099999999			2.0		1.0	1.0					
94.969	5.071000000000012	trials	1.0	96.674379	97.921266			95.573544	97.914288			1.0		0.0	2.0					
103.045	9.762	trials	1.0	108.964524	110.751942	111.288815	111.54321	108.45799199999999	110.740704			1.0		0.0	2.0					
114.869	5.939999999999998	trials	1.0	116.98983799999999	118.366941	120.376037	120.81359599999999	116.210135	119.02086			1.0	1.0	0.0	3.0					
123.709	10.594999999999999	trials	1.0	130.109693	131.839425	132.62150599999998	132.938243	129.118866	132.104269	133.319	134.304	1.0	2.0	1.0	1.0					
137.324	6.6159999999999854	trials	1.0	139.834668	141.008643	142.32396	142.550228	139.059117	141.56687	143.054	143.94	1.0	2.0	1.0	1.0					
146.959	5.349999999999994	trials	1.0	148.659991	150.23111699999998	151.02411899999998	151.854251	147.05592	150.227387			1.0		0.0	2.0					
156.365	13.245000000000005	trials	1.0	161.30461499999998	163.27326			160.303415	163.643915			2.0		1.0	1.0					
170.35	5.175000000000011	trials	1.0	171.874989	173.001542			169.613847	173.267609			2.0		1.0	1.0					
178.094	5.155000000000001	trials	1.0	179.859186	181.101672	182.924484	183.21326299999998	178.119666	182.118018			1.0	1.0	0.0	3.0					
187.255	18.50399999999999	trials	1.0	197.850134	199.40132	200.960356	201.219058	197.090223	200.232176	201.65	202.674	1.0	2.0	1.0	1.0					
206.694	4.14500000000001	trials	1.0	208.672418	208.776567	209.682917	210.01563199999998	205.761572	208.773924			1.0		0.0	2.0					
212.879	8.350000000000023	trials	1.0	216.946721	218.153496	219.314066	219.561468	215.943735	218.647629	219.964	221.229	1.0	2.0	1.0	1.0					
224.249	6.224999999999994	trials	1.0	225.955334	227.672967	228.504761	228.73226	224.871029	227.802606	229.19	230.474	1.0	2.0	1.0	1.0					
234.534	11.695000000000022	trials	1.0	237.519608	238.975674	240.342776	240.77889299999998	236.567972	239.564985	241.321	242.594	1.0	1.0	1.0	1.0					
246.644	4.930000000000007	trials	1.0	248.559812	249.57014			246.23091	249.559813			1.0		0.0	2.0					
253.624	15.89500000000001	trials	1.0	262.32165299999997	264.183748			261.603505	264.294717			2.0		1.0	1.0					
270.039	6.259999999999991	trials	1.0	271.946964	273.976653			269.51979	274.164512			2.0		1.0	1.0					
279.799	9.65500000000003	trials	1.0	281.781751	283.566479			280.98904799999997	284.022843			2.0		1.0	1.0					
290.604	4.795999999999992	trials	1.0	292.450784	293.392262	294.272463	294.532982	289.459835	293.385771			1.0		0.0	2.0					
299.404	29.911	trials	1.0	325.197044	327.195084	328.853847	329.317944	324.346698	327.746559			1.0	1.0	0.0	3.0					
331.254	24.998999999999967	trials	1.0	352.381989	353.933658			351.460527	354.146538			2.0		1.0	1.0					
